Node          U1          U2          U3
549 -5.22144e-25 -1.99216e-26 -6.42158e-26
550 -5.52497e-25 4.20514e-26 -9.80629e-26
551 -1.09636e-24 -2.1199e-26 1.92638e-25
552 -1.04336e-24 -8.18659e-26 1.24192e-25
553 -1.05033e-24 -1.05331e-25 5.41741e-26
554 -1.05e-24 -1.12449e-25 -2.33988e-39
555 -1.05033e-24 -1.05331e-25 -5.41741e-26
556 -1.04336e-24 -8.18659e-26 -1.24192e-25
557 -1.09636e-24 -2.1199e-26 -1.92638e-25
558 -1.73865e-24 -1.4002e-25 2.88534e-25
559 -1.68755e-24 -1.88231e-25 1.8527e-25
560 -1.71136e-24 -2.06677e-25 8.18016e-26
561 -1.71563e-24 -2.12619e-25 -3.42661e-39
562 -1.71136e-24 -2.06677e-25 -8.18016e-26
563 -1.68755e-24 -1.88231e-25 -1.8527e-25
564 -1.73865e-24 -1.4002e-25 -2.88534e-25
565 0.000845127 -0.00219356 -5.67252e-05
566 0.000845935 -0.00219701 -4.58649e-05
567 0.000844184 -0.00220752 -2.51804e-05
568 0.000843663 -0.00221215 -3.47453e-17
569 0.000844184 -0.00220752 2.51804e-05
570 0.000845935 -0.00219701 4.58649e-05
571 0.000845127 -0.00219356 5.67252e-05
572 0.000656978 -0.00219091 -8.89688e-05
573 0.000649916 -0.00220715 -6.5761e-05
574 0.000644608 -0.00222324 -3.36463e-05
575 0.000643321 -0.00222937 -3.80207e-17
576 0.000644608 -0.00222324 3.36463e-05
577 0.000649916 -0.00220715 6.5761e-05
578 0.000656978 -0.00219091 8.89688e-05
579 0.000485414 -0.00223179 -0.000136755
580 0.000465167 -0.00226415 -8.66969e-05
581 0.00045874 -0.0022857 -4.12979e-05
