Node          U1          U2          U3
289 -0.00347213 -0.00818626 -0.000164968
290 -0.00364749 -0.00967612 -0.000136571
291 -0.00378766 -0.0112436 -0.000104375
292 -0.00390482 -0.0128757 -6.46722e-05
293 -0.00401162 -0.0145794 1.4893e-06
294 2.97363e-05 -0.00247695 -0.000115682
295 1.34301e-05 -0.00253169 -6.87547e-05
296 7.10821e-06 -0.00256267 -3.17065e-05
297 5.36272e-06 -0.00257261 1.32758e-16
298 7.10821e-06 -0.00256267 3.17065e-05
299 1.34301e-05 -0.00253169 6.87547e-05
300 2.97363e-05 -0.00247695 0.000115682
301 -0.000645561 -0.00252939 -1.75146e-06
302 -0.000657779 -0.00259396 -8.7065e-07
303 -0.000664477 -0.00262728 1.66561e-07
304 -0.000666585 -0.00263773 1.41925e-16
305 -0.000664477 -0.00262728 -1.66561e-07
306 -0.000657779 -0.00259396 8.7065e-07
307 -0.000645561 -0.00252939 1.75146e-06
308 -0.00135181 -0.00258453 0.000114029
309 -0.00136092 -0.00265562 7.23716e-05
310 -0.00136775 -0.0026919 3.50529e-05
311 -0.00137016 -0.00270301 1.52029e-16
312 -0.00136775 -0.0026919 -3.50529e-05
313 -0.00136092 -0.00265562 -7.23716e-05
314 -0.00135181 -0.00258453 -0.000114029
315 0.000889551 -0.0161437 -4.26555e-05
316 0.000883445 -0.0161597 -3.02265e-05
317 0.000878352 -0.0161695 -1.56758e-05
318 0.000876513 -0.0161727 4.0954e-16
319 0.000878352 -0.0161695 1.56758e-05
320 0.000883445 -0.0161597 3.02265e-05
321 0.000889551 -0.0161437 4.26555e-05
322 -0.000688265 -0.0161911 -3.56644e-05
323 -0.000699799 -0.0162006 -1.8397e-05
324 -0.000703817 -0.0162075 -9.07245e-06
325 -0.000704671 -0.016211 4.12011e-16
326 -0.000703817 -0.0162075 9.07245e-06
327 -0.000699799 -0.0162006 1.8397e-05
328 -0.000688265 -0.0161911 3.56644e-05
329 -0.00229967 -0.0163136 -1.88874e-05
330 -0.00230902 -0.0163009 -1.16144e-05
331 -0.00230824 -0.0163082 -3.46549e-06
332 -0.00230786 -0.0163104 4.1731e-16
333 -0.00230824 -0.0163082 3.46549e-06
334 -0.00230902 -0.0163009 1.16144e-05
335 -0.00229967 -0.0163136 1.88874e-05
336 0.00013939 -0.00315294 -0.000176045
337 0.000272889 -0.00416713 -0.000174609
338 0.000407052 -0.00533051 -0.000155502
339 0.000529034 -0.00663085 -0.000134113
340 0.000635074 -0.00805065 -0.000111728
341 0.00072457 -0.00957156 -8.96564e-05
342 0.000798387 -0.0111739 -6.96592e-05
343 0.000854814 -0.0128323 -5.53348e-05
344 0.000887487 -0.0145054 -5.07785e-05
345 -0.000675233 -0.00317605 -1.16693e-05
346 -0.00070449 -0.00415552 -1.04043e-05
347 -0.000711815 -0.00531256 -7.47027e-06
348 -0.000712164 -0.00661282 -3.55458e-06
349 -0.000709987 -0.00803421 -9.79673e-07
350 -0.000704942 -0.00955556 -4.03558e-07
351 -0.000693999 -0.0111563 -3.70612e-06
352 -0.000672311 -0.0128216 -1.29094e-05
353 -0.000656473 -0.0145286 -3.20038e-05
354 -0.00151909 -0.00322507 0.000156123
355 -0.00168207 -0.00418955 0.000150717
356 -0.00182654 -0.00533423 0.000141532
357 -0.00195031 -0.00662917 0.000127773
358 -0.00205421 -0.00804651 0.000110761
359 -0.00213761 -0.00956235 9.08421e-05
360 -0.00219855 -0.0111562 6.73239e-05
361 -0.00223284 -0.0128098 3.42461e-05
362 -0.00221745 -0.014557 -9.69695e-06
363 0.00013939 -0.00315294 0.000176045
364 0.000272889 -0.00416713 0.000174609
365 0.000407052 -0.00533051 0.000155502
366 0.000529034 -0.00663085 0.000134113
367 0.000635074 -0.00805065 0.000111728
368 0.00072457 -0.00957156 8.96564e-05
369 0.000798387 -0.0111739 6.96592e-05
370 0.000854814 -0.0128323 5.53348e-05
371 0.000887487 -0.0145054 5.07785e-05
372 -0.000675233 -0.00317605 1.16693e-05
373 -0.00070449 -0.00415552 1.04043e-05
374 -0.000711815 -0.00531256 7.47027e-06
375 -0.000712164 -0.00661282 3.55458e-06
376 -0.000709987 -0.00803421 9.79673e-07
377 -0.000704942 -0.00955556 4.03558e-07
378 -0.000693999 -0.0111563 3.70612e-06
379 -0.000672311 -0.0128216 1.29094e-05
380 -0.000656473 -0.0145286 3.20038e-05
381 -0.00151909 -0.00322507 -0.000156123
382 -0.00168207 -0.00418955 -0.000150717
383 -0.00182654 -0.00533423 -0.000141532
384 -0.00195031 -0.00662917 -0.000127773
385 -0.00205421 -0.00804651 -0.000110761
386 -0.00213761 -0.00956235 -9.08421e-05
387 -0.00219855 -0.0111562 -6.73239e-05
388 -0.00223284 -0.0128098 -3.42461e-05
389 -0.00221745 -0.014557 9.69695e-06
390 0.000185801 -0.000125302 -7.14601e-05
391 0.000369978 -0.000231908 -0.000111695
392 0.000539326 -0.000381925 -0.000122547
393 0.000695179 -0.000576878 -0.000119154
394 0.000832683 -0.000814458 -0.000107196
395 0.000944665 -0.00108709 -9.0936e-05
396 0.00102257 -0.00138026 -7.41348e-05
397 0.00106238 -0.0016715 -6.04986e-05
398 0.0010718 -0.00193691 -5.22223e-05
399 0.00018935 -0.000138555 -4.0574e-05
