-7.09869e-15,-3.57079e-15
-2.70359e-15,0.2
-8.63584e-16,0.4
9.43276e-16,0.6
2.91621e-15,0.8
6.51407e-15,1
0.197294,-0.00187014
0.198504,0.198848
0.199497,0.399149
0.200432,0.599155
0.201447,0.798854
0.203003,0.997985
0.394607,-0.00416386
0.396948,0.196611
0.39899,0.396968
0.400958,0.596939
0.403089,0.79649
0.40562,0.995633
0.592126,-0.00737085
0.595478,0.193361
0.598523,0.393702
0.601494,0.59365
0.604604,0.79321
0.608044,0.992407
0.789862,-0.011489
0.794126,0.189182
0.798097,0.389493
0.801985,0.589441
0.805989,0.789036
0.810287,0.988292
0.987806,-0.0164494
0.992895,0.18416
0.997705,0.384444
1.00243,0.584398
1.00725,0.784027
1.01235,0.983344
1.18594,-0.0221739
1.19178,0.178377
1.19735,0.378635
1.20283,0.578593
1.2084,0.778256
1.21423,0.977631
1.38427,-0.028588
1.39077,0.171908
1.39702,0.37214
1.40319,0.572101
1.40944,0.771795
1.41593,0.971226
1.58276,-0.0356218
1.58986,0.164822
1.59673,0.365029
1.60351,0.564992
1.61037,0.764714
1.61747,0.964199
1.78141,-0.0432092
1.78905,0.157185
1.79646,0.357368
1.8038,0.557333
1.81121,0.75708
1.81884,0.956617
1.98022,-0.0512877
1.98833,0.14906
1.99623,0.34922
2.00406,0.549186
2.01196,0.748958
2.02006,0.948543
2.17917,-0.0597983
2.1877,0.140505
2.19603,0.340644
2.20429,0.540611
2.21262,0.740406
2.22114,0.940037
2.37826,-0.0686853
2.38715,0.131577
2.39585,0.331696
2.4045,0.531664
2.4132,0.731481
2.42208,0.931153
2.57747,-0.0778969
2.58667,0.122328
2.5957,0.322428
2.60467,0.522396
2.6137,0.722233
2.62289,0.921946
2.77679,-0.0873847
2.78626,0.112805
2.79557,0.312888
2.80483,0.512857
2.81413,0.712713
2.82359,0.912462
2.97623,-0.0971039
2.98592,0.103054
2.99546,0.303121
3.00496,0.503091
3.0145,0.702964
3.02418,0.902746
3.17576,-0.107013
3.18563,0.0931151
3.19537,0.293168
3.20507,0.493139
3.21481,0.693028
3.22468,0.892841
3.37538,-0.117076
3.3854,0.0830263
3.3953,0.283067
3.40517,0.483038
3.41507,0.682941
3.42508,0.882782
3.57508,-0.127257
3.58521,0.0728214
3.59525,0.27285
3.60524,0.472823
3.61527,0.672739
3.6254,0.872605
3.77485,-0.137528
3.78507,0.0625303
3.7952,0.262549
3.80531,0.462523
3.81544,0.66245
3.82565,0.862338
3.97468,-0.147861
3.98497,0.0521795
3.99517,0.25219
4.00536,0.452165
4.01556,0.652102
4.02584,0.852009
4.17457,-0.158234
4.18489,0.0417921
4.19515,0.241796
4.2054,0.441771
4.21566,0.641718
4.22598,0.841641
4.37449,-0.168627
4.38484,0.0313874
4.39514,0.231385
4.40543,0.431361
4.41573,0.631315
4.42608,0.831251
4.57446,-0.179023
4.58482,0.020982
4.59514,0.220975
4.60545,0.42095
4.61577,0.620907
4.62614,0.820853
4.77444,-0.189409
4.78481,0.0105901
4.79514,0.210577
4.80546,0.410548
4.8158,0.610503
4.82619,0.810449
4.97444,-0.199775
4.9848,0.000223762
4.99515,0.200209
5.00548,0.400169
5.01583,0.6001
5.02624,0.8
